country_code,country_name,issuer,instrument_type,isin,coupon_percent,maturity_date,outstanding_eur,source_name,source_url,data_status
DE,Germany,Federal Republic of Germany,BUND,DE0001102580,0.000000,2032-02-15,31000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001102606,1.700000,2032-08-15,28000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU27014,2.500000,2032-11-15,26000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z007,2.300000,2033-02-15,38250000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU3Z005,2.300000,2033-02-15,13500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001030583,0.100000,2033-04-15,10650000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z015,2.600000,2033-08-15,30500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z023,2.200000,2034-02-15,35000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001135226,4.750000,2034-07-04,24500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z031,2.600000,2034-08-15,35000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z049,2.500000,2035-02-15,35000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU3Z047,2.500000,2035-02-15,9500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001102515,0.000000,2035-05-15,23750000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z056,2.600000,2035-08-15,33500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
