country_code,country_name,issuer,instrument_type,isin,description,annual_coupon_percent,periodic_coupon_percent,coupon_frequency,accrual_start_date,first_coupon_date,maturity_date,day_count_convention,currency,source_name,data_status
IT,Italy,Republic of Italy,BTP,IT0005631590,Btp Fx 3.65% Aug35 Eur,3.650000,1.825000,Semestrale,2025-01-15,2025-01-15,2035-08-01,ACT/ACT (ICMA),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005648149,Btp Fx 3.6% Oct35 Eur,3.600000,1.800000,Semestrale,2025-05-02,2025-05-02,2035-10-01,ACT/ACT (ICMA),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005676504,Btp Fx 3.45% Feb36 Eur,3.450000,,Semestrale,2025-11-03,2025-11-03,2036-02-01,ACT/ACT (ICMA),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005402117,"Btp Tf 1,45% Mz36 Eur",,0.725000,Semestrale,2020-02-18,2020-02-18,2036-03-01,ACT/ACT (PERIODIC BASIS),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005706285,Btp Fx 3.8% Jul36 Eur,3.800000,1.900000,Semestrale,2026-04-22,2026-04-22,2036-07-01,ACT/ACT (ICMA),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005177909,"Btp Tf 2,25% St36 Eur",,1.125000,Semestrale,2016-03-01,2016-03-01,2036-09-01,ACT/ACT (PERIODIC BASIS),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005729931,Btp Fx 4% Oct36 Eur,4.000000,0.327870,Semestrale,2026-09-01,2026-09-01,2036-10-01,ACT/ACT (ICMA),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0003934657,Btp-1fb37 4%,,2.000000,Semestrale,2005-08-01,2005-08-01,2037-02-01,ACT/ACT (PERIODIC BASIS),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005433195,"Btp Tf 0,95% Mz37 Eur",,0.475000,Semestrale,2021-01-12,2021-01-12,2037-03-01,ACT/ACT (PERIODIC BASIS),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005442097,Btp Futura Ap37 Eur,,0.600000,Semestrale,2021-04-27,2021-04-27,2037-04-27,ACT/ACT (PERIODIC BASIS),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005596470,Btp Green Fx 4.05% Oct37 Eur,4.050000,2.025000,Semestrale,2024-04-30,2024-04-30,2037-10-30,ACT/ACT (ICMA),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
IT,Italy,Republic of Italy,BTP,IT0005496770,"Btp Tf 3,25% Mz38 Eur",,1.625000,Semestrale,2022-03-01,2022-03-01,2038-03-01,ACT/ACT (PERIODIC BASIS),EUR,Borsa Italiana MOT,PUBLIC_REFERENCE
